t,kGeV,sigmaGeV,hPhi,hD,m_piGeV,m_sigmaGeV,m_qGeV,m_diquarkGeV,diquark_expvalue,mixingV1,mixingV2,m2_piimagGeV,m2_DimagGeV
0.000000e+00,1.000000e+00,0.000000e+00,7.270000e+00,4.850000e+00,3.669567e-01,3.669567e-01,0.000000e+00,7.079298e-01,0.000000e+00,-1.669775e-13,-5.258016e-13,0.000000e+00,0.000000e+00
